id_exutoire;label;type;description;id_dechet;nom_dechet;famille_dechet
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;134;Bâton de colle;Vie domestique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;146;Bescherelle;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;153;Bidon en métal;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;154;Bidon en plastique <5L;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;167;Blister;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;169;Bloc de feuille;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;170;Bloc note;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;175;Bocal en plastique;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;179;Boite en carton;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;180;Boite en cuivre;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;181;Boite en métal;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;182;Boite en plastique;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;183;Boite en polystyrène;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;185;Boîtier CD/DVD;Culture loisirs
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;186;Boîtier de jeu;Culture loisirs
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;190;Bombe de chantilly;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;191;Bombe de déodorant;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;192;Bombe de laque;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;194;Bombe dépoussiérante;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;196;Bonbonne en métal;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;197;Bonbonne en plastique;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;202;Bouchon d'huile;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;204;Bouchon en plastique;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;218;Bouteille en métal;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;219;Bouteille en plastique;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;226;Brique alimentaire;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;228;Brique de soupe;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;230;Brique en métal;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;231;Brique en plastique;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;267;Cahier;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;269;Caisse en carton;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;274;Calendrier;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;278;Canette;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;282;Capsule de café en aluminium;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;283;Capsule de café en plastique;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;284;Capsule en aluminium;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;285;Capsule en plastique;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;291;Carnet;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;298;Carton;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;299;Carton alumine;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;300;Carton de pizza;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;301;Cartonnette;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;317;Catalogue;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;324;Cellophane;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;356;Chemise en carton;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;387;Classeur en carton;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;421;Conserve;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;423;Contenant de crème cosmétique;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;449;Couvercle en métal;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;467;Cubi;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;468;Cubitainer;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;504;Déodorant;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;505;Dépliant;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;508;Désodorisant;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;509;Destop;Vie domestique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;510;Détachant;Vie domestique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;517;Dictionnaire;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;526;Document de bureau;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;530;Dossier en carton;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;557;Emballage en carton;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;558;Emballage en métal;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;559;Emballage en papier;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;560;Emballage en plastique;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;561;Emballage en polyester;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;562;Emballage en polystyrène;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;563;Emballage recyclable;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;569;Encyclopédie;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;572;Enveloppe;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;588;Essuie-Tout;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;595;Étui en carton;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;628;Film plastique;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;633;Flacon en plastique;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;663;Gazette;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;673;Gobelet en carton;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;680;Gourde en métal;Vie domestique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;681;Gourde en plastique;Vie domestique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;812;Livre;Culture loisirs
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;825;Magazine;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;908;Nappe en papier;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;933;Opercule;Vie domestique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;934;Opercule en aluminium;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;935;Opercule en papier;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;936;Opercule en plastique;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;937;Opercule yaourt;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;976;Papier;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;977;Papier aluminium;Vie domestique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;978;Papier broyé;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;979;Papier bulle;Vie domestique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;980;Papier cadeau;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;981;Papier calque;Vie domestique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;982;Papier carbone;Vie domestique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;983;Papier de bureau;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;984;Papier journal;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;985;Papier kraft;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;987;Papier photo;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;988;Papier sulfurise;Vie domestique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;1027;Petit carton;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;1031;Photo;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;1032;Photocopie;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;1085;Poche en plastique;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;1086;Pochette en carton;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;1101;Polystyrène;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;1118;Poster;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;1119;Post-It;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;1121;Pot de colle;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;1124;Pot de fromage blanc;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;1126;Pot de tabac;Vie domestique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;1127;Pot de yaourt en carton;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;1129;Pot de yaourt en plastique;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;1131;Pot en aluminium;Emballages en métal
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;1132;Pot en plastique;Emballages en plastique
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;1153;Prospectus;Papier carton
1;Poubelle verte / jaune;Exutoire;Ce déchet est à mettre dans la poubelle de tri (bac vert ou vert et jaune). Ce déchet doit être jeté en vrac non imbriqué dans le bac, pas dans un sac poubelle !;1179;Recharge de produit d'entretien;Emballages en plastique
